filename,keyword,full_caption,source_title,source_desc,categories,image_url,
Chandelier_Hall_Mysore_Palace_Dec23_A7C_08289.jpg,Chandelier,"An interior architectural photo of Chandelier. Title: Chandelier Hall Mysore Palace Dec23 A7C 08289.jpg. Description: Czechoslovakian chandelier in a hall in the Mysore Palace, Mysore, Karnataka, India Categories: Taken with Sony ILCE-7C|Interior of the Mysore Palace|Self-published work|Chandeliers in India|Pillars in Karnataka|Images by User:Tagooty|Images by User:Tagooty/India|Relations of Czechoslovakia and India",File:Chandelier Hall Mysore Palace Dec23 A7C 08289.jpg,"Czechoslovakian chandelier in a hall in the Mysore Palace, Mysore, Karnataka, India",Taken with Sony ILCE-7C|Interior of the Mysore Palace|Self-published work|Chandeliers in India|Pillars in Karnataka|Images by User:Tagooty|Images by User:Tagooty/India|Relations of Czechoslovakia and India,https://upload.wikimedia.org/wikipedia/commons/f/f3/Chandelier_Hall_Mysore_Palace_Dec23_A7C_08289.jpg,
A_skylight_brings_natural_light_into_TRA_Kaohsiung_Station.jpg,Natural Light,An interior architectural photo of Natural Light. Title: A skylight brings natural light into TRA Kaohsiung Station.jpg. Description: A skylight brings natural light into TRA Kaohsiung Station. Categories: Interior of Kaohsiung Station|Skylights in Taiwan|Flickr files uploaded by Kai3952|Files with coordinates missing SDC location of creation|Flickr images reviewed by FlickreviewR 2|2019 photographs of Kaohsiung,File:A skylight brings natural light into TRA Kaohsiung Station.jpg,A skylight brings natural light into TRA Kaohsiung Station.,Interior of Kaohsiung Station|Skylights in Taiwan|Flickr files uploaded by Kai3952|Files with coordinates missing SDC location of creation|Flickr images reviewed by FlickreviewR 2|2019 photographs of Kaohsiung,https://upload.wikimedia.org/wikipedia/commons/e/e6/A_skylight_brings_natural_light_into_TRA_Kaohsiung_Station.jpg,
Natural_light_Saint_Sava_Belgrade.jpg,Natural Light,An interior architectural photo of Natural Light. Title: Natural light Saint Sava Belgrade.jpg. Description: Natural light Saint Sava Belgrade Categories: Self-published work|Interior of the Temple of Saint Sava,File:Natural light Saint Sava Belgrade.jpg,Natural light Saint Sava Belgrade,Self-published work|Interior of the Temple of Saint Sava,https://upload.wikimedia.org/wikipedia/commons/6/69/Natural_light_Saint_Sava_Belgrade.jpg,
Windows_with_Natural_Light_.jpg,Natural Light,An interior architectural photo of Natural Light. Title: Windows with Natural Light .jpg. Description: Windows with Natural Light Categories: Interior of Portugees-Israëlietische Synagoge|Self-published work,File:Windows with Natural Light .jpg,Windows with Natural Light,Interior of Portugees-Israëlietische Synagoge|Self-published work,https://upload.wikimedia.org/wikipedia/commons/0/01/Windows_with_Natural_Light_.jpg,
Yaris_interior_garage_–_Preview_(Greg_Zaal_via_Poly_Haven).png,Natural Light,An interior architectural photo of Natural Light. Title: Yaris interior garage – Preview (Greg Zaal via Poly Haven).png. Description: Panorama of an interior of a Toyota Yaris. EVs: 16 Categories: CC-Zero|Files uploaded by PantheraLeo1359531|Files from Poly Haven (flat list)|Yaris Interior Garage (Poly Haven),File:Yaris interior garage – Preview (Greg Zaal via Poly Haven).png,Panorama of an interior of a Toyota Yaris. EVs: 16,CC-Zero|Files uploaded by PantheraLeo1359531|Files from Poly Haven (flat list)|Yaris Interior Garage (Poly Haven),https://upload.wikimedia.org/wikipedia/commons/1/16/Yaris_interior_garage_%E2%80%93_Preview_%28Greg_Zaal_via_Poly_Haven%29.png,
Hangar_interior_–_Preview_(Dimitrios_Savva_and_Jarod_Guest_via_Poly_Haven).png,Natural Light,"An interior architectural photo of Natural Light. Title: Hangar interior – Preview (Dimitrios Savva and Jarod Guest via Poly Haven).png. Description: Panorama from a hangar. EVs: 22, WB: 5539K. Categories: CC-Zero|Files with coordinates missing SDC location of creation|Files uploaded by PantheraLeo1359531|Files from Poly Haven (flat list)|Hangar Interior (Poly Haven)",File:Hangar interior – Preview (Dimitrios Savva and Jarod Guest via Poly Haven).png,"Panorama from a hangar. EVs: 22, WB: 5539K.",CC-Zero|Files with coordinates missing SDC location of creation|Files uploaded by PantheraLeo1359531|Files from Poly Haven (flat list)|Hangar Interior (Poly Haven),https://upload.wikimedia.org/wikipedia/commons/a/a6/Hangar_interior_%E2%80%93_Preview_%28Dimitrios_Savva_and_Jarod_Guest_via_Poly_Haven%29.png,
Explorer_of_the_Seas_corridor.jpg,Corridor,"An interior architectural photo of Corridor. Title: Explorer of the Seas corridor.jpg. Description: Corridor on deck 10 of the cruise ship Explorer of the Seas Categories: Corridors|Self-published work|Interior of Explorer of the Seas (ship, 2000)",File:Explorer of the Seas corridor.jpg,Corridor on deck 10 of the cruise ship Explorer of the Seas,"Corridors|Self-published work|Interior of Explorer of the Seas (ship, 2000)",https://upload.wikimedia.org/wikipedia/commons/4/44/Explorer_of_the_Seas_corridor.jpg,
Nordiska_Museet_Mars_2013.jpg,Corridor,"An interior architectural photo of Corridor. Title: Nordiska Museet Mars 2013.jpg. Description: The main hall at Nordiska museet, Stockholm. Categories: Taken with Nikon D600|Interior of Nordiska museet|Self-published work|Featured pictures of Stockholm|Featured pictures by Arild Vågen|Images by Arild Vågen|Media created by technology pool of Wikimedia Sverige|Featured pictures created by technology pool of Wikimedia Sverige|Files with coordinates missing SDC location of creation",File:Nordiska Museet Mars 2013.jpg,"The main hall at Nordiska museet, Stockholm.",Taken with Nikon D600|Interior of Nordiska museet|Self-published work|Featured pictures of Stockholm|Featured pictures by Arild Vågen|Images by Arild Vågen|Media created by technology pool of Wikimedia Sverige|Featured pictures created by technology pool of Wikimedia Sverige|Files with coordinates missing SDC location of creation,https://upload.wikimedia.org/wikipedia/commons/c/cb/Nordiska_Museet_Mars_2013.jpg,
Hotel_room_corridor_at_Circus_Circus_Reno_in_2010.jpg,Corridor,"An interior architectural photo of Corridor. Title: Hotel room corridor at Circus Circus Reno in 2010.jpg. Description: Hotel room corridor at Circus Circus Reno in 2010. Categories: Interior of Circus Circus Reno|Corridors in Reno, Nevada|2010 in Reno, Nevada|November 2010 in Nevada|United States photographs taken on 2010-11-18|Flickr images reviewed by FlickreviewR 2",File:Hotel room corridor at Circus Circus Reno in 2010.jpg,Hotel room corridor at Circus Circus Reno in 2010.,"Interior of Circus Circus Reno|Corridors in Reno, Nevada|2010 in Reno, Nevada|November 2010 in Nevada|United States photographs taken on 2010-11-18|Flickr images reviewed by FlickreviewR 2",https://upload.wikimedia.org/wikipedia/commons/d/dd/Hotel_room_corridor_at_Circus_Circus_Reno_in_2010.jpg,
Santa_Casa_de_Misericórdia_Salvador_Bahia_Corridor_2019-0494.jpg,Corridor,"An interior architectural photo of Corridor. Title: Santa Casa de Misericórdia Salvador Bahia Corridor 2019-0494.jpg. Description: Corridor, Igreja e Santa Casa de Misericórdia (Church and Santa Casa da Misericórdia), Salvador, Bahia, Brazil. Categories: Taken with Canon EOS 6D Mark II|Uploaded with LrMediaWiki|Files with coordinates missing SDC location of creation|Brazil images by Paul R. Burley|Photographs taken on 2019-03-16|Corridors in Bahia|Wooden flooring in Brazil|Interior of Museu da Misericórdia de Salvador",File:Santa Casa de Misericórdia Salvador Bahia Corridor 2019-0494.jpg,"Corridor, Igreja e Santa Casa de Misericórdia (Church and Santa Casa da Misericórdia), Salvador, Bahia, Brazil.",Taken with Canon EOS 6D Mark II|Uploaded with LrMediaWiki|Files with coordinates missing SDC location of creation|Brazil images by Paul R. Burley|Photographs taken on 2019-03-16|Corridors in Bahia|Wooden flooring in Brazil|Interior of Museu da Misericórdia de Salvador,https://upload.wikimedia.org/wikipedia/commons/e/ec/Santa_Casa_de_Miseric%C3%B3rdia_Salvador_Bahia_Corridor_2019-0494.jpg,
Santa_Giustina_(Padua)_-_Corridor_of_the_Martyrs.jpg,Corridor,"An interior architectural photo of Corridor. Title: Santa Giustina (Padua) - Corridor of the Martyrs.jpg. Description: Churche Saint Justina of Padua in Italy. Corridor of the Martyrs. The corridor, painted between the XVI and XVII century, is counter-vaulted and, in the middle, an octagonal space covered by a dome decorated with fresco by Giacomo Ceruti. In the center there is the Well of the Martyrs . Categories: Images with annotations|Self-published work|Images by Archaeodontosaurus Padua|Files with coordinates missing SDC location of creation|June 2016 in Padua|Santa Giustina (Padua) - Corridor of the Martyrs|Italy photographs taken on 2016-06-01|Images by Archaeodontosaurus Eglises and Temples",File:Santa Giustina (Padua) - Corridor of the Martyrs.jpg,"Churche Saint Justina of Padua in Italy. Corridor of the Martyrs. The corridor, painted between the XVI and XVII century, is counter-vaulted and, in the middle, an octagonal space covered by a dome decorated with fresco by Giacomo Ceruti. In the center there is the Well of the Martyrs .",Images with annotations|Self-published work|Images by Archaeodontosaurus Padua|Files with coordinates missing SDC location of creation|June 2016 in Padua|Santa Giustina (Padua) - Corridor of the Martyrs|Italy photographs taken on 2016-06-01|Images by Archaeodontosaurus Eglises and Temples,https://upload.wikimedia.org/wikipedia/commons/f/ff/Santa_Giustina_%28Padua%29_-_Corridor_of_the_Martyrs.jpg,
20250815_side_corridor_Panewniki_Basilica_01.jpg,Corridor,"An interior architectural photo of Corridor. Title: 20250815 side corridor Panewniki Basilica 01.jpg. Description: Side corridor Panewniki Basilica, Katowice, Poland. Categories: Interior of the Basilica in Katowice Panewniki|Self-published work|Files with coordinates missing SDC location of creation|Taken with Huawei P30 Lite|August 2025 in Katowice|Poland photographs taken on 2025-08-15",File:20250815 side corridor Panewniki Basilica 01.jpg,"Side corridor Panewniki Basilica, Katowice, Poland.",Interior of the Basilica in Katowice Panewniki|Self-published work|Files with coordinates missing SDC location of creation|Taken with Huawei P30 Lite|August 2025 in Katowice|Poland photographs taken on 2025-08-15,https://upload.wikimedia.org/wikipedia/commons/b/bc/20250815_side_corridor_Panewniki_Basilica_01.jpg,
Igreja_de_Santo_Antônio_Além_do_Carmo_Corridor_2019-0665.jpg,Corridor,"An interior architectural photo of Corridor. Title: Igreja de Santo Antônio Além do Carmo Corridor 2019-0665.jpg. Description: Corridor, Igreja de Santo Antônio Além do Carmo, Salvador, Bahia, Brazil. Categories: Taken with Canon EOS 6D Mark II|Interior of Igreja de Santo Antônio Além do Carmo|Uploaded with LrMediaWiki|Files with coordinates missing SDC location of creation|Brazil images by Paul R. Burley|Corridors in Bahia|Brazil photographs taken on 2019-03-29",File:Igreja de Santo Antônio Além do Carmo Corridor 2019-0665.jpg,"Corridor, Igreja de Santo Antônio Além do Carmo, Salvador, Bahia, Brazil.",Taken with Canon EOS 6D Mark II|Interior of Igreja de Santo Antônio Além do Carmo|Uploaded with LrMediaWiki|Files with coordinates missing SDC location of creation|Brazil images by Paul R. Burley|Corridors in Bahia|Brazil photographs taken on 2019-03-29,https://upload.wikimedia.org/wikipedia/commons/a/a8/Igreja_de_Santo_Ant%C3%B4nio_Al%C3%A9m_do_Carmo_Corridor_2019-0665.jpg,
Perpendicular_hallway_02.jpg,Corridor,"An interior architectural photo of Corridor. Title: Perpendicular hallway 02.jpg. Description: A hallway leading from a bedroom to a bathroom, perpendicular to the main passage. Categories: Electrical sockets|Corridors|Self-published work|White doors in Baden-Württemberg|Taken with Xiaomi Redmi Note 8 Pro",File:Perpendicular hallway 02.jpg,"A hallway leading from a bedroom to a bathroom, perpendicular to the main passage.",Electrical sockets|Corridors|Self-published work|White doors in Baden-Württemberg|Taken with Xiaomi Redmi Note 8 Pro,https://upload.wikimedia.org/wikipedia/commons/2/21/Perpendicular_hallway_02.jpg,
CERN_hallway_in_building_304.jpg,Corridor,An interior architectural photo of Corridor. Title: CERN hallway in building 304.jpg. Description: CERN hallway in building 304 Categories: CERN|Corridors|Self-published work|Uploaded with Mobile/Android|Files with coordinates missing SDC location of creation|Switzerland photographs taken on 2024-02-22,File:CERN hallway in building 304.jpg,CERN hallway in building 304,CERN|Corridors|Self-published work|Uploaded with Mobile/Android|Files with coordinates missing SDC location of creation|Switzerland photographs taken on 2024-02-22,https://upload.wikimedia.org/wikipedia/commons/9/93/CERN_hallway_in_building_304.jpg,
Castle_De_Haar_(1892-1913)_-_Staircase_leading_to_1st_Floor_-_Corridor.jpg,Corridor,"An interior architectural photo of Corridor. Title: Castle De Haar (1892-1913) - Staircase leading to 1st Floor - Corridor.jpg. Description: Castle De Haar (1892-1913) - Staircase leading to 1st Floor - Corridor Categories: Self-published work|Vaults in the Netherlands|Castle corridors in the Netherlands|Kasteel de Haar - interior|Kamers 1e verdieping, Kasteel De Haar",File:Castle De Haar (1892-1913) - Staircase leading to 1st Floor - Corridor.jpg,Castle De Haar (1892-1913) - Staircase leading to 1st Floor - Corridor,"Self-published work|Vaults in the Netherlands|Castle corridors in the Netherlands|Kasteel de Haar - interior|Kamers 1e verdieping, Kasteel De Haar",https://upload.wikimedia.org/wikipedia/commons/5/54/Castle_De_Haar_%281892-1913%29_-_Staircase_leading_to_1st_Floor_-_Corridor.jpg,
Interior_of_Grand_Hotel_Kaohsiung-09.2023-10-31.jpg,Corridor,An interior architectural photo of Corridor. Title: Interior of Grand Hotel Kaohsiung-09.2023-10-31.jpg. Description: ​高雄圓山大飯店客房走廊。 Categories: Self-published work|Hotel corridors in Taiwan|Interior of Grand Hotel Kaohsiung|Ambiguous location in EXIF|Corridors in Kaohsiung,File:Interior of Grand Hotel Kaohsiung-09.2023-10-31.jpg,​高雄圓山大飯店客房走廊。,Self-published work|Hotel corridors in Taiwan|Interior of Grand Hotel Kaohsiung|Ambiguous location in EXIF|Corridors in Kaohsiung,https://upload.wikimedia.org/wikipedia/commons/8/8e/Interior_of_Grand_Hotel_Kaohsiung-09.2023-10-31.jpg,
"Modern_market_hall_interior_-_shops_and_businesses_on_the_upper_floor,_side_corr.jpg",Corridor,"An interior architectural photo of Corridor. Title: Modern market hall interior - shops and businesses on the upper floor, side corridor, Michalovce, Michalovce district, Slovakia.jpg. Description: Modern market hall interior, Michalovce, Michalovce district, Slovakia Categories: Self-published work|Modern market hall in Michalovce","File:Modern market hall interior - shops and businesses on the upper floor, side corridor, Michalovce, Michalovce district, Slovakia.jpg","Modern market hall interior, Michalovce, Michalovce district, Slovakia",Self-published work|Modern market hall in Michalovce,https://upload.wikimedia.org/wikipedia/commons/5/5a/Modern_market_hall_interior_-_shops_and_businesses_on_the_upper_floor%2C_side_corridor%2C_Michalovce%2C_Michalovce_district%2C_Slovakia.jpg,
SM_Megamall_Mega_B_Interior_with_LGBT_pride_color_strips.jpg,Corridor,"An interior architectural photo of Corridor. Title: SM Megamall Mega B Interior with LGBT pride color strips.jpg. Description: The interior corridors of Mega B, the second building of SM Megamall, with strips commemorating LGBT pride. Categories: CC-Zero|Interior of SM Megamall|Self-published work|Files with coordinates missing SDC location of creation|Shopping mall corridors|LGBT pride colors in illuminated buildings|Pride Month",File:SM Megamall Mega B Interior with LGBT pride color strips.jpg,"The interior corridors of Mega B, the second building of SM Megamall, with strips commemorating LGBT pride.",CC-Zero|Interior of SM Megamall|Self-published work|Files with coordinates missing SDC location of creation|Shopping mall corridors|LGBT pride colors in illuminated buildings|Pride Month,https://upload.wikimedia.org/wikipedia/commons/3/30/SM_Megamall_Mega_B_Interior_with_LGBT_pride_color_strips.jpg,
Claremont_Packing_House_interior.jpg,Corridor,"An interior architectural photo of Corridor. Title: Claremont Packing House interior.jpg. Description: Interior of the Claremont Packing House, a former citrus packing house converted into a retail destination. Categories: Corridors|April 2023 in California|Self-published work|Shops in Los Angeles County, California|Former warehouses in the United States|Files with coordinates missing SDC location of creation|Images taken by Sdkb|Buildings in Claremont, California",File:Claremont Packing House interior.jpg,"Interior of the Claremont Packing House, a former citrus packing house converted into a retail destination.","Corridors|April 2023 in California|Self-published work|Shops in Los Angeles County, California|Former warehouses in the United States|Files with coordinates missing SDC location of creation|Images taken by Sdkb|Buildings in Claremont, California",https://upload.wikimedia.org/wikipedia/commons/8/8f/Claremont_Packing_House_interior.jpg,
"Corridor,_Radiance_of_the_Seas.jpg",Corridor,"An interior architectural photo of Corridor. Title: Corridor, Radiance of the Seas.jpg. Description: Corridor to staterooms, Deck 10, cruise ship MS Radiance of the Seas. Categories: Corridors|Interior of Radiance of the Seas (ship, 2001)|Self-published work","File:Corridor, Radiance of the Seas.jpg","Corridor to staterooms, Deck 10, cruise ship MS Radiance of the Seas.","Corridors|Interior of Radiance of the Seas (ship, 2001)|Self-published work",https://upload.wikimedia.org/wikipedia/commons/b/bd/Corridor%2C_Radiance_of_the_Seas.jpg,
Hallway_in_the_Thomas_Jefferson_Building.jpg,Corridor,"An interior architectural photo of Corridor. Title: Hallway in the Thomas Jefferson Building.jpg. Description: Hallway in the Thomas Jefferson Building of the Library of Congress Categories: Interior of the Thomas Jefferson Building|Self-published work|Files with coordinates missing SDC location of creation|Images taken by Sdkb|Corridors in Washington, D.C.",File:Hallway in the Thomas Jefferson Building.jpg,Hallway in the Thomas Jefferson Building of the Library of Congress,"Interior of the Thomas Jefferson Building|Self-published work|Files with coordinates missing SDC location of creation|Images taken by Sdkb|Corridors in Washington, D.C.",https://upload.wikimedia.org/wikipedia/commons/d/d9/Hallway_in_the_Thomas_Jefferson_Building.jpg,
Interior_of_the_Royal_Corridor_01.jpg,Corridor,"An interior architectural photo of Corridor. Title: Interior of the Royal Corridor 01.jpg. Description: Interior of the Royal Corridor in Warsaw.label QS:Len,""Interior of the Royal Corridor in Warsaw.""label QS:Lpl,""Wnętrze korytarza królewskiego w Warszawie.""label QS:Lfr,""Intérieur du couloir royal à Varsovie."" Categories: CC-Zero|Interior of the Royal Corridor in Warsaw|Self-published work",File:Interior of the Royal Corridor 01.jpg,"Interior of the Royal Corridor in Warsaw.label QS:Len,""Interior of the Royal Corridor in Warsaw.""label QS:Lpl,""Wnętrze korytarza królewskiego w Warszawie.""label QS:Lfr,""Intérieur du couloir royal à Varsovie.""",CC-Zero|Interior of the Royal Corridor in Warsaw|Self-published work,https://upload.wikimedia.org/wikipedia/commons/1/10/Interior_of_the_Royal_Corridor_01.jpg,
"Interiör,_Stena_Danica,_corridor,_20230410,_pic_17.jpg",Corridor,"An interior architectural photo of Corridor. Title: Interiör, Stena Danica, corridor, 20230410, pic 17.jpg. Description: Stena Line-fartyget Stena Danica den 10 april 2023. Hyttkorridor för hytter för lastbilschaufförer. Categories: Corridors|Self-published work|Files with coordinates missing SDC location of creation|Interior of Stena Danica (ship, 1983)","File:Interiör, Stena Danica, corridor, 20230410, pic 17.jpg",Stena Line-fartyget Stena Danica den 10 april 2023. Hyttkorridor för hytter för lastbilschaufförer.,"Corridors|Self-published work|Files with coordinates missing SDC location of creation|Interior of Stena Danica (ship, 1983)",https://upload.wikimedia.org/wikipedia/commons/c/c5/Interi%C3%B6r%2C_Stena_Danica%2C_corridor%2C_20230410%2C_pic_17.jpg,
Petrovsky_Passage_interior_06-2015.jpg,Corridor,"An interior architectural photo of Corridor. Title: Petrovsky Passage interior 06-2015.jpg. Description: Interior of Petrovsky Passage in Moscow. Categories: Taken with Canon EOS 7D Mark II|FAL|CC-BY-SA-3.0,2.5,2.0,1.0|Petrovsky Passage|Taken with Sigma 8-16mm F4.5-5.6 DC HSM|Moscow photographs taken on 2015-06-10|Featured pictures of Moscow|Photographs by A.Savin taken in 2015|Featured pictures of building interiors|Files with coordinates missing SDC location of creation|Photographs by A.Savin/Russia|Interiors of shopping malls in Moscow|Discover Moscow with Wikipedia (files)",File:Petrovsky Passage interior 06-2015.jpg,Interior of Petrovsky Passage in Moscow.,"Taken with Canon EOS 7D Mark II|FAL|CC-BY-SA-3.0,2.5,2.0,1.0|Petrovsky Passage|Taken with Sigma 8-16mm F4.5-5.6 DC HSM|Moscow photographs taken on 2015-06-10|Featured pictures of Moscow|Photographs by A.Savin taken in 2015|Featured pictures of building interiors|Files with coordinates missing SDC location of creation|Photographs by A.Savin/Russia|Interiors of shopping malls in Moscow|Discover Moscow with Wikipedia (files)",https://upload.wikimedia.org/wikipedia/commons/0/00/Petrovsky_Passage_interior_06-2015.jpg,
Tenryū_Shisei-zenji_(Ukyo-Ku_Kyoto)_corridor_hdsr_S5_0.jpg,Corridor,"An interior architectural photo of Corridor. Title: Tenryū Shisei-zenji (Ukyo-Ku Kyoto) corridor hdsr S5 0.jpg. Description: image montrant une photographie du corridor couvert à l'extérieur au Tenryu Shisei-zenji (Ukyo-Ku Kyoto) Categories: Self-published work|Covered Corridor, Tenryū-ji",File:Tenryū Shisei-zenji (Ukyo-Ku Kyoto) corridor hdsr S5 0.jpg,image montrant une photographie du corridor couvert à l'extérieur au Tenryu Shisei-zenji (Ukyo-Ku Kyoto),"Self-published work|Covered Corridor, Tenryū-ji",https://upload.wikimedia.org/wikipedia/commons/8/8a/Tenry%C5%AB_Shisei-zenji_%28Ukyo-Ku_Kyoto%29_corridor_hdsr_S5_0.jpg,
Amsterdam_-_Herengracht_-_Museum_Willet-Holthuysen_-_Upper_Floor_-_Corridor_-_Vi.jpg,Corridor,An interior architectural photo of Corridor. Title: Amsterdam - Herengracht - Museum Willet-Holthuysen - Upper Floor - Corridor - View on Collector's Room.jpg. Description: Amsterdam - Herengracht - Museum Willet-Holthuysen - Upper Floor - Corridor - View on Collector's Room Categories: Museum Willet-Holthuysen|Self-published work|Museum corridors in the Netherlands,File:Amsterdam - Herengracht - Museum Willet-Holthuysen - Upper Floor - Corridor - View on Collector's Room.jpg,Amsterdam - Herengracht - Museum Willet-Holthuysen - Upper Floor - Corridor - View on Collector's Room,Museum Willet-Holthuysen|Self-published work|Museum corridors in the Netherlands,https://upload.wikimedia.org/wikipedia/commons/5/56/Amsterdam_-_Herengracht_-_Museum_Willet-Holthuysen_-_Upper_Floor_-_Corridor_-_View_on_Collector%27s_Room.jpg,
Cornell_University_-_Goldwin_Smith_Hall_corridor.jpg,Corridor,"An interior architectural photo of Corridor. Title: Cornell University - Goldwin Smith Hall corridor.jpg. Description: Interior corridor, Goldwin Smith Hall, Cornell University, Ithaca, New York Categories: Goldwin Smith Hall (Cornell University)|Self-published work|Cornell University in 2025",File:Cornell University - Goldwin Smith Hall corridor.jpg,"Interior corridor, Goldwin Smith Hall, Cornell University, Ithaca, New York",Goldwin Smith Hall (Cornell University)|Self-published work|Cornell University in 2025,https://upload.wikimedia.org/wikipedia/commons/6/68/Cornell_University_-_Goldwin_Smith_Hall_corridor.jpg,
Mauves-sur-Loire_Château_de_la_Droitière_interior_Corridor_03.jpg,Corridor,"An interior architectural photo of Corridor. Title: Mauves-sur-Loire Château de la Droitière interior Corridor 03.jpg. Description: ( Very old sanatorium ) Categories: Handrails|Flickr images reviewed by FlickreviewR|Corridors in France|Building interiors in Loire-Atlantique|France photographs taken on 2013-06-14|Photographs by Falcon Photography|Château de la Droitière (urbex, 2013-06-14)",File:Mauves-sur-Loire Château de la Droitière interior Corridor 03.jpg,( Very old sanatorium ),"Handrails|Flickr images reviewed by FlickreviewR|Corridors in France|Building interiors in Loire-Atlantique|France photographs taken on 2013-06-14|Photographs by Falcon Photography|Château de la Droitière (urbex, 2013-06-14)",https://upload.wikimedia.org/wikipedia/commons/8/8d/Mauves-sur-Loire_Ch%C3%A2teau_de_la_Droiti%C3%A8re_interior_Corridor_03.jpg,
Corridor_at_Balti_Jaama_Turg.jpg,Corridor,"An interior architectural photo of Corridor. Title: Corridor at Balti Jaama Turg.jpg. Description: A corridor at Balti Jaama Turg in Tallinn, Estonia. Categories: GFDL|Taken with Olympus E-M1|Corridors|License migration redundant|Balti Jaama Turg|Self-published work|June 2023 in Tallinn|Building interiors in Tallinn",File:Corridor at Balti Jaama Turg.jpg,"A corridor at Balti Jaama Turg in Tallinn, Estonia.",GFDL|Taken with Olympus E-M1|Corridors|License migration redundant|Balti Jaama Turg|Self-published work|June 2023 in Tallinn|Building interiors in Tallinn,https://upload.wikimedia.org/wikipedia/commons/a/a1/Corridor_at_Balti_Jaama_Turg.jpg,
Hallway_travelodge_alfreton.jpg,Corridor,"An interior architectural photo of Corridor. Title: Hallway travelodge alfreton.jpg. Description: Hallway in the Travelodge hotel in Alfreton, Derbyshire, England Categories: Alfreton|Hotels in Derbyshire|Self-published work|Files with coordinates missing SDC location of creation (53° N, 2° W)|Travelodge in England",File:Hallway travelodge alfreton.jpg,"Hallway in the Travelodge hotel in Alfreton, Derbyshire, England","Alfreton|Hotels in Derbyshire|Self-published work|Files with coordinates missing SDC location of creation (53° N, 2° W)|Travelodge in England",https://upload.wikimedia.org/wikipedia/commons/c/cc/Hallway_travelodge_alfreton.jpg,
"MS_Skåne,_corridor_-_20240531_-_24.jpg",Corridor,"An interior architectural photo of Corridor. Title: MS Skåne, corridor - 20240531 - 24.jpg. Description: Resa med M/S Skåne mellan Trelleborg och Rostock den 31 maj 2024. Hyttkorrdior ombord. Categories: Corridors|Self-published work|Photographs taken on 2024-05-31|Interior of Skåne (ship, 1998)","File:MS Skåne, corridor - 20240531 - 24.jpg",Resa med M/S Skåne mellan Trelleborg och Rostock den 31 maj 2024. Hyttkorrdior ombord.,"Corridors|Self-published work|Photographs taken on 2024-05-31|Interior of Skåne (ship, 1998)",https://upload.wikimedia.org/wikipedia/commons/0/08/MS_Sk%C3%A5ne%2C_corridor_-_20240531_-_24.jpg,
"Airport,_Abu_Dhabi_(IMG_20230812_063133).jpg",Corridor,"An interior architectural photo of Corridor. Title: Airport, Abu Dhabi (IMG 20230812 063133).jpg. Description: Abu Dhabi International Airport Categories: GFDL|Corridors|License migration redundant|Self-published work|Unassessed QI candidates|United Arab Emirates photographs taken on 2023-08-12|CC-BY-SA-2.0+|Uploaded with LrMediaWiki|User MB-one supported by Wikimedia Deutschland/Lightroom|Interiors of airports|Taken with Xiaomi 12|Pictures by MB-one to retouch","File:Airport, Abu Dhabi (IMG 20230812 063133).jpg",Abu Dhabi International Airport,GFDL|Corridors|License migration redundant|Self-published work|Unassessed QI candidates|United Arab Emirates photographs taken on 2023-08-12|CC-BY-SA-2.0+|Uploaded with LrMediaWiki|User MB-one supported by Wikimedia Deutschland/Lightroom|Interiors of airports|Taken with Xiaomi 12|Pictures by MB-one to retouch,https://upload.wikimedia.org/wikipedia/commons/9/9b/Airport%2C_Abu_Dhabi_%28IMG_20230812_063133%29.jpg,
Amsterdam_-_Herengracht_-_Museum_Willet-Holthuysen_-_Bel_Etage_-_Corridor_-_View.jpg,Corridor,An interior architectural photo of Corridor. Title: Amsterdam - Herengracht - Museum Willet-Holthuysen - Bel Etage - Corridor - View towards Octagonal Conservatory.jpg. Description: Amsterdam - Herengracht - Museum Willet-Holthuysen - Bel Etage - Corridor - View towards Octagonal Conservatory Categories: Museum Willet-Holthuysen|Self-published work|Museum corridors in the Netherlands,File:Amsterdam - Herengracht - Museum Willet-Holthuysen - Bel Etage - Corridor - View towards Octagonal Conservatory.jpg,Amsterdam - Herengracht - Museum Willet-Holthuysen - Bel Etage - Corridor - View towards Octagonal Conservatory,Museum Willet-Holthuysen|Self-published work|Museum corridors in the Netherlands,https://upload.wikimedia.org/wikipedia/commons/7/77/Amsterdam_-_Herengracht_-_Museum_Willet-Holthuysen_-_Bel_Etage_-_Corridor_-_View_towards_Octagonal_Conservatory.jpg,
